complaint_id,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
19-0577,61240465,white,male,2500 25TH DISTRICT,Investigation OnGoing,Pending,Pending
19-0578,66209718,white,male,5601 TOW SQUAD,Departmental Violation,No Sustained Findings,Not Applicable
19-0578,84750863,white,male,5200 TRAFFIC DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0579,57990056,white,male,3500 35TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0579,57990056,white,male,3500 35TH DISTRICT,Unprofessional Conduct,Sustained Finding,Pending
19-0580,79674493,white,male,0900 09TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0580,88349229,white,male,0900 09TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0580,88349229,white,male,0900 09TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0580,88349229,white,male,0900 09TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0581,NA,NA,NA,NA,Investigation OnGoing,Pending,Pending
19-0582,NA,NA,NA,NA,Lack of Service,No Sustained Findings,Not Applicable
19-0583,38033563,black,male,0800 08TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0583,38033563,black,male,0800 08TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0584,37478753,white,male,0200 02ND DISTRICT,Verbal Abuse,Sustained Finding,Pending
19-0584,37478753,white,male,0200 02ND DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0584,41863328,white,male,0200 02ND DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0584,15826417,white,male,0200 02ND DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0585,43414117,white,male,7700 AIRPORT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0586,43664056,black,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
19-0586,70488550,black,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
19-0586,70488550,black,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
19-0586,70488550,black,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
19-0587,62274209,white,male,9812 DC OPR,No C.A.P. Investigation,Not Applicable,Not Applicable
19-0588,50456354,white,male,0900 09TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0589,93764116,black,male,6600 NORTHWEST DETECTIVE,Criminal Allegation,No Sustained Findings,Not Applicable
19-0590,58723565,white,male,1700 17TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0590,58723565,white,male,1700 17TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0590,63638917,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0590,63638917,white,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0590,63638917,white,male,2200 22ND DISTRICT,Lack of Service,Sustained Finding,Pending
19-0591,65136834,white,male,0600 06TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0592,79394685,black,female,2500 25TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
19-0593,97396814,black,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0593,19722959,black,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0593,19722959,black,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0593,19722959,black,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0594,19958993,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0594,19958993,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0595,58723565,white,male,1700 17TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0595,63638917,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0595,63638917,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0595,58691293,white,male,3500 35TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0595,58723565,white,male,1700 17TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0595,58691293,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0595,63638917,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0595,58691293,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0595,58723565,white,male,1700 17TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0595,58723565,white,male,1700 17TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0595,43625089,white,male,3500 35TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0595,43625089,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0595,43625089,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0596,36352655,white,female,5800 TRAINING EDUC SERV,Departmental Violation,Sustained Finding,Pending
19-0596,36352655,white,female,5800 TRAINING EDUC SERV,Departmental Violation,No Sustained Findings,Not Applicable
19-0596,36352655,white,female,5800 TRAINING EDUC SERV,Departmental Violation,No Sustained Findings,Not Applicable
19-0596,36352655,white,female,5800 TRAINING EDUC SERV,Physical Abuse,No Sustained Findings,Not Applicable
19-0596,36352655,white,female,5800 TRAINING EDUC SERV,Departmental Violation,Sustained Finding,Pending
19-0596,36352655,white,female,5800 TRAINING EDUC SERV,Departmental Violation,No Sustained Findings,Not Applicable
19-0597,68759233,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0597,68759233,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0597,85846063,black,male,6702 SPECIAL VICTIMS UNI,Lack of Service,No Sustained Findings,Not Applicable
19-0597,78264123,black,female,6500 SOUTHWEST DET,Lack of Service,No Sustained Findings,Not Applicable
19-0597,78264123,black,female,6500 SOUTHWEST DET,Verbal Abuse,No Sustained Findings,Not Applicable
19-0598,NA,NA,NA,NA,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0598,65847169,black,male,6400 NORTHEAST DET,Lack of Service,Sustained Finding,Pending
19-0599,82932969,black,female,1200 12TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0599,39548990,black,male,1200 12TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0600,35134546,white,male,1400 14TH DISTRICT,Harassment,Sustained Finding,Pending
19-0600,35134546,white,male,1400 14TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
19-0600,14086801,white,female,1400 14TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
19-0601,83755227,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0601,66941167,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0601,66941167,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0601,66941167,white,male,1900 19TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0601,69011403,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0601,87591688,white,male,0200 02ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0601,96967660,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0601,96967660,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0601,43058606,white,male,1900 19TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0601,83755227,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0601,69011403,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0601,83755227,white,male,1900 19TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0601,87591688,white,male,0200 02ND DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0601,96967660,white,male,1900 19TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0601,43058606,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0601,69011403,white,male,1900 19TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0601,43058606,white,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0601,70832902,latino,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0601,70832902,latino,male,1900 19TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0601,70832902,latino,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0602,29770128,latino,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0602,29770128,latino,male,1500 15TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0603,38033563,black,male,0800 08TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
19-0603,77728540,white,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0603,52594568,latino,female,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0604,92113077,white,male,7700 AIRPORT,Verbal Abuse,Sustained Finding,Pending
19-0605,26342393,black,male,7402 STRIKE FORCE,Departmental Violation,No Sustained Findings,Not Applicable
19-0605,95036470,black,male,7402 STRIKE FORCE,Departmental Violation,No Sustained Findings,Not Applicable
19-0605,95036470,black,male,7402 STRIKE FORCE,Verbal Abuse,No Sustained Findings,Not Applicable
19-0605,26342393,black,male,7402 STRIKE FORCE,Verbal Abuse,No Sustained Findings,Not Applicable
19-0605,19065324,black,male,7402 STRIKE FORCE,Departmental Violation,No Sustained Findings,Not Applicable
19-0605,55446550,black,male,4913 CRIME SCENE UNIT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0605,55446550,black,male,4913 CRIME SCENE UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0605,55029756,black,male,7402 STRIKE FORCE,Verbal Abuse,No Sustained Findings,Not Applicable
19-0605,55029756,black,male,7402 STRIKE FORCE,Departmental Violation,No Sustained Findings,Not Applicable
19-0605,19065324,black,male,7402 STRIKE FORCE,Verbal Abuse,No Sustained Findings,Not Applicable
19-0606,20280000,black,male,5602 NEIGHBORHOOD SERV U,Departmental Violation,No Sustained Findings,Not Applicable
19-0606,90548211,black,male,5602 NEIGHBORHOOD SERV U,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0606,61560441,latino,female,5602 NEIGHBORHOOD SERV U,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0607,38765012,white,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0607,38765012,white,male,1800 18TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0607,17657358,white,male,1800 18TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0607,17657358,white,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0607,38765012,white,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0607,17657358,white,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0607,17657358,white,male,1800 18TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0607,17657358,white,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0607,38765012,white,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0607,38765012,white,male,1800 18TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
19-0608,NA,NA,NA,NA,Physical Abuse,No Sustained Findings,Not Applicable
19-0608,NA,NA,NA,NA,Verbal Abuse,No Sustained Findings,Not Applicable
19-0609,53465062,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0609,32979165,latino,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0609,53465062,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0609,32979165,latino,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0609,53465062,white,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0609,40641786,white,female,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0609,53465062,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0610,11595136,asian,male,1900 19TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0610,11595136,asian,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0610,11595136,asian,male,1900 19TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0610,11595136,asian,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0611,NA,NA,NA,NA,Investigation OnGoing,Pending,Pending
19-0612,31799852,black,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
19-0613,12291738,black,male,3900 39TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0614,66277696,black,male,0900 09TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0614,66277696,black,male,0900 09TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
19-0615,97428056,white,male,0700 07TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0616,65283090,black,male,0600 06TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
19-0617,45309602,white,male,1900 19TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0617,45309602,white,male,1900 19TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0617,68495561,white,male,1900 19TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0617,48525506,white,male,1900 19TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0617,68495561,white,male,1900 19TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0617,68495561,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0617,45309602,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0617,48525506,white,male,1900 19TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0617,48525506,white,male,1900 19TH DISTRICT,Lack of Service,Sustained Finding,Pending
19-0617,89878389,white,male,6500 SOUTHWEST DET,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0617,75326654,black,male,6500 SOUTHWEST DET,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0618,64438001,white,male,1700 17TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0618,64438001,white,male,1700 17TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
19-0618,52393037,white,male,0100 01ST DISTRICT,Harassment,No Sustained Findings,Not Applicable
19-0618,52393037,white,male,0100 01ST DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0619,82586213,white,male,7401 NARC FIELD UNIT,Departmental Violation,Sustained Finding,Pending
19-0619,82586213,white,male,7401 NARC FIELD UNIT,Departmental Violation,Sustained Finding,Pending
19-0619,82586213,white,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0619,81362268,white,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0619,43091737,black,male,7401 NARC FIELD UNIT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0619,24390260,white,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
19-0619,24390260,white,male,7401 NARC FIELD UNIT,Departmental Violation,Sustained Finding,Pending
19-0620,73978597,white,male,1800 18TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0621,38765012,white,male,1800 18TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0621,38765012,white,male,1800 18TH DISTRICT,Departmental Violation,Sustained Finding,Pending
19-0622,40641786,white,female,1400 14TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
19-0622,23622762,white,male,1400 14TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
19-0623,76749727,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
19-0623,76749727,white,male,1500 15TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
19-0624,93687211,white,male,0900 09TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
